,neurons,activation,learning_rate,accuracy,task,target,epochs,batch_size
0,10,relu,0.001,0.774685534591195,shuffled_weak,Q13464,40,8
0,10,relu,0.001,0.7578616352201258,shuffled_weak,Q13464,100,8
0,10,relu,0.001,0.7347746331236897,shuffled_weak,Q13464,10,16
0,10,relu,0.001,0.7704533542976938,shuffled_weak,Q13464,20,16
0,10,relu,0.001,0.7683700209643606,shuffled_weak,Q13464,30,16
0,10,relu,0.001,0.7641771488469602,shuffled_weak,Q13464,40,16
0,10,relu,0.001,0.7788915094339623,shuffled_weak,Q13464,100,16
0,10,relu,0.001,0.7180555555555556,shuffled_weak,Q13464,10,32
0,10,relu,0.001,0.7808962264150944,shuffled_weak,Q13464,20,32
0,10,relu,0.001,0.7704664570230607,shuffled_weak,Q13464,30,32
0,10,relu,0.001,0.766312893081761,shuffled_weak,Q13464,40,32
0,10,relu,0.001,0.76833071278826,shuffled_weak,Q13464,100,32
0,10,relu,0.001,0.7096305031446541,shuffled_weak,Q13464,10,64
0,10,relu,0.001,0.7641509433962265,shuffled_weak,Q13464,20,64
0,10,relu,0.001,0.7683438155136267,shuffled_weak,Q13464,30,64
0,10,relu,0.001,0.7620545073375262,shuffled_weak,Q13464,40,64
0,10,relu,0.001,0.753708071278826,shuffled_weak,Q13464,100,64
0,10,relu,0.001,0.7659176029962547,vs_Weak,P11309,10,8
0,10,relu,0.001,0.7790262172284644,vs_Weak,P11309,20,8
0,10,relu,0.001,0.7734082397003745,vs_Weak,P11309,30,8
0,10,relu,0.001,0.7771535580524344,vs_Weak,P11309,40,8
0,10,relu,0.001,0.745318352059925,vs_Weak,P11309,100,8
0,10,relu,0.001,0.7771535580524344,vs_Weak,P11309,10,16
0,10,relu,0.001,0.7752808988764045,vs_Weak,P11309,20,16
0,10,relu,0.001,0.7790262172284644,vs_Weak,P11309,30,16
0,10,relu,0.001,0.7640449438202247,vs_Weak,P11309,40,16
0,10,relu,0.001,0.7621722846441946,vs_Weak,P11309,100,16
0,10,relu,0.001,0.7640449438202248,vs_Weak,P11309,10,32
0,10,relu,0.001,0.7696629213483147,vs_Weak,P11309,20,32
0,10,relu,0.001,0.7715355805243446,vs_Weak,P11309,30,32
0,10,relu,0.001,0.7715355805243446,vs_Weak,P11309,40,32
0,10,relu,0.001,0.7677902621722846,vs_Weak,P11309,100,32
0,10,relu,0.001,0.745318352059925,vs_Weak,P11309,10,64
0,10,relu,0.001,0.7715355805243446,vs_Weak,P11309,20,64
0,10,relu,0.001,0.7640449438202248,vs_Weak,P11309,30,64
0,10,relu,0.001,0.7640449438202248,vs_Weak,P11309,40,64
0,10,relu,0.001,0.7621722846441948,vs_Weak,P11309,100,64
0,10,relu,0.001,0.8033707865168539,vs_all,P11309,10,8
0,10,relu,0.001,0.8258426966292135,vs_all,P11309,20,8
0,10,relu,0.001,0.8202247191011236,vs_all,P11309,30,8
0,10,relu,0.001,0.8258426966292135,vs_all,P11309,40,8
0,10,relu,0.001,0.8108614232209738,vs_all,P11309,100,8
0,10,relu,0.001,0.8033707865168539,vs_all,P11309,10,16
0,10,relu,0.001,0.8258426966292136,vs_all,P11309,20,16
0,10,relu,0.001,0.8089887640449439,vs_all,P11309,30,16
0,10,relu,0.001,0.8089887640449439,vs_all,P11309,40,16
0,10,relu,0.001,0.8033707865168539,vs_all,P11309,100,16
0,10,relu,0.001,0.7715355805243446,vs_all,P11309,10,32
0,10,relu,0.001,0.8127340823970037,vs_all,P11309,20,32
0,10,relu,0.001,0.8183520599250936,vs_all,P11309,30,32
0,10,relu,0.001,0.801498127340824,vs_all,P11309,40,32
0,10,relu,0.001,0.8127340823970037,vs_all,P11309,100,32
0,10,relu,0.001,0.7734082397003745,vs_all,P11309,10,64
0,10,relu,0.001,0.8127340823970037,vs_all,P11309,20,64
0,10,relu,0.001,0.8052434456928839,vs_all,P11309,30,64
0,10,relu,0.001,0.8277153558052435,vs_all,P11309,40,64
0,10,relu,0.001,0.8127340823970037,vs_all,P11309,100,64
0,10,relu,0.001,0.8370786516853932,vs_Non-binder,P11309,10,8
0,10,relu,0.001,0.8314606741573033,vs_Non-binder,P11309,20,8
0,10,relu,0.001,0.8239700374531834,vs_Non-binder,P11309,30,8
0,10,relu,0.001,0.8389513108614232,vs_Non-binder,P11309,40,8
0,10,relu,0.001,0.8146067415730337,vs_Non-binder,P11309,100,8
0,10,relu,0.001,0.8164794007490638,vs_Non-binder,P11309,10,16
0,10,relu,0.001,0.8314606741573033,vs_Non-binder,P11309,20,16
0,10,relu,0.001,0.8277153558052435,vs_Non-binder,P11309,30,16
0,10,relu,0.001,0.8314606741573033,vs_Non-binder,P11309,40,16
0,10,relu,0.001,0.8239700374531834,vs_Non-binder,P11309,100,16
0,10,relu,0.001,0.797752808988764,vs_Non-binder,P11309,10,32
0,10,relu,0.001,0.8389513108614232,vs_Non-binder,P11309,20,32
0,10,relu,0.001,0.8220973782771536,vs_Non-binder,P11309,30,32
0,10,relu,0.001,0.8352059925093632,vs_Non-binder,P11309,40,32
0,10,relu,0.001,0.8277153558052435,vs_Non-binder,P11309,100,32
0,10,relu,0.001,0.7846441947565542,vs_Non-binder,P11309,10,64
0,10,relu,0.001,0.8314606741573035,vs_Non-binder,P11309,20,64
0,10,relu,0.001,0.8445692883895131,vs_Non-binder,P11309,30,64
0,10,relu,0.001,0.840823970037453,vs_Non-binder,P11309,40,64
0,10,relu,0.001,0.8258426966292135,vs_Non-binder,P11309,100,64
0,10,relu,0.001,0.7602996254681648,shuffled_weak,P11309,10,8
0,10,relu,0.001,0.7509363295880149,shuffled_weak,P11309,20,8
0,10,relu,0.001,0.7640449438202247,shuffled_weak,P11309,30,8
0,10,relu,0.001,0.7322097378277154,shuffled_weak,P11309,40,8
0,10,relu,0.001,0.7434456928838952,shuffled_weak,P11309,100,8
0,10,relu,0.001,0.7303370786516853,shuffled_weak,P11309,10,16
0,10,relu,0.001,0.7659176029962547,shuffled_weak,P11309,20,16
0,10,relu,0.001,0.7490636704119851,shuffled_weak,P11309,30,16
0,10,relu,0.001,0.7734082397003745,shuffled_weak,P11309,40,16
0,10,relu,0.001,0.7247191011235955,shuffled_weak,P11309,100,16
0,10,relu,0.001,0.7228464419475656,shuffled_weak,P11309,10,32
0,10,relu,0.001,0.7565543071161048,shuffled_weak,P11309,20,32
0,10,relu,0.001,0.7471910112359551,shuffled_weak,P11309,30,32
0,10,relu,0.001,0.7490636704119851,shuffled_weak,P11309,40,32
0,10,relu,0.001,0.745318352059925,shuffled_weak,P11309,100,32
0,10,relu,0.001,0.698501872659176,shuffled_weak,P11309,10,64
0,10,relu,0.001,0.7565543071161049,shuffled_weak,P11309,20,64
0,10,relu,0.001,0.754681647940075,shuffled_weak,P11309,30,64
0,10,relu,0.001,0.7677902621722846,shuffled_weak,P11309,40,64
0,10,relu,0.001,0.7434456928838952,shuffled_weak,P11309,100,64
