,train_task,jsd,acc,train_ag,train_neg,seed,split
797,vs 1,4.682928960997365,0.9926,1FBI,1OB1,0,42
798,vs 1,3.756917651182522,0.9724,3VRL,3RAJ,0,42
799,vs 1,3.756917651182522,0.9724,3VRL,3RAJ,0,42
800,vs 1,4.290610302588908,0.9881,1WEJ,1FBI,0,42
801,vs 1,4.290610302588908,0.9881,1WEJ,1FBI,0,42
802,vs 1,2.0537190999870125,0.9473,3RAJ,1ADQ,0,42
803,vs 1,2.0537190999870125,0.9473,3RAJ,1ADQ,0,42
804,vs 1,4.322922072501658,0.9879,2YPV,1OB1,0,42
805,vs 1,4.322922072501658,0.9879,2YPV,1OB1,0,42
806,vs 1,4.93882808409679,0.9842,3VRL,5E94,0,42
807,vs 1,4.93882808409679,0.9842,3VRL,5E94,0,42
808,vs 1,3.873642899905951,0.9784,1FBI,1ADQ,0,42
809,vs 1,3.873642899905951,0.9784,1FBI,1ADQ,0,42
810,vs 1,4.1307472460760915,0.973,5E94,1WEJ,0,42
811,vs 1,4.1307472460760915,0.973,5E94,1WEJ,0,42
812,vs 1,3.4268395757420462,0.977,1OB1,5E94,0,42
813,vs 1,3.4268395757420462,0.977,1OB1,5E94,0,42
814,vs 1,3.911317919215552,0.9896,1H0D,1FBI,0,42
815,vs 1,3.911317919215552,0.9896,1H0D,1FBI,0,42
816,vs 1,2.664556098235485,0.9703,3RAJ,1OB1,0,42
817,vs 1,2.664556098235485,0.9703,3RAJ,1OB1,0,42
818,vs 1,3.0418102677184433,0.9711,2YPV,1ADQ,0,42
819,vs 1,3.0418102677184433,0.9711,2YPV,1ADQ,0,42
820,vs 1,2.664556098235485,0.9767,1OB1,3RAJ,0,42
821,vs 1,2.664556098235485,0.9767,1OB1,3RAJ,0,42
822,vs 1,4.529891593769374,0.9914,1H0D,3VRL,0,42
823,vs 1,4.529891593769374,0.9914,1H0D,3VRL,0,42
824,vs 1,4.026072952703993,0.988,1WEJ,2YPV,0,42
825,vs 1,4.026072952703993,0.988,1WEJ,2YPV,0,42
826,vs 1,3.4495256105612944,0.9796,1NSN,3RAJ,0,42
827,vs 1,3.4495256105612944,0.9796,1NSN,3RAJ,0,42
828,vs 1,3.5284657038892817,0.9792,5E94,1H0D,0,42
829,vs 1,3.5284657038892817,0.9792,5E94,1H0D,0,42
830,vs 1,3.4780048290456835,0.9591,1H0D,2YPV,0,42
831,vs 1,3.4780048290456835,0.9591,1H0D,2YPV,0,42
832,vs 1,3.20997792112678,0.9791,1ADQ,1OB1,0,42
833,vs 1,3.20997792112678,0.9791,1ADQ,1OB1,0,42
834,vs 1,3.435891669853482,0.9828,1WEJ,3VRL,0,42
835,vs 1,3.435891669853482,0.9828,1WEJ,3VRL,0,42
836,vs 1,4.061132045275165,0.9845,5E94,1NSN,0,42
837,vs 1,4.061132045275165,0.9845,5E94,1NSN,0,42
838,vs 1,4.061132045275165,0.9859,1NSN,5E94,0,42
839,vs 1,4.061132045275165,0.9859,1NSN,5E94,0,42
840,vs 1,3.4572557128455608,0.9755,1ADQ,1NSN,0,42
841,vs 1,3.4572557128455608,0.9755,1ADQ,1NSN,0,42
842,vs 1,4.872897715003348,0.9917,1NSN,1FBI,0,42
843,vs 1,4.872897715003348,0.9917,1NSN,1FBI,0,42
844,vs 1,2.9727133334434632,0.9522,3RAJ,1WEJ,0,42
845,vs 1,2.9727133334434632,0.9522,3RAJ,1WEJ,0,42
846,vs 1,3.4268395757420462,0.9716,5E94,1OB1,0,42
847,vs 1,3.4268395757420462,0.9716,5E94,1OB1,0,42
848,vs 1,3.2064729488458386,0.9747,1ADQ,1H0D,0,42
849,vs 1,3.2064729488458386,0.9747,1ADQ,1H0D,0,42
850,vs 1,4.322922072501658,0.9877,1OB1,2YPV,0,42
851,vs 1,4.322922072501658,0.9877,1OB1,2YPV,0,42
852,vs 1,4.026072952703993,0.9869,2YPV,1WEJ,0,42
853,vs 1,4.026072952703993,0.9869,2YPV,1WEJ,0,42
854,vs 1,4.621036974488788,0.9919,3VRL,2YPV,0,42
855,vs 1,4.621036974488788,0.9919,3VRL,2YPV,0,42
856,vs 1,3.155704478320734,0.9693,5E94,1ADQ,0,42
857,vs 1,3.155704478320734,0.9693,5E94,1ADQ,0,42
858,vs 1,4.277304287873081,0.9883,1OB1,3VRL,0,42
859,vs 1,4.277304287873081,0.9883,1OB1,3VRL,0,42
860,vs 1,4.290610302588908,0.9861,1FBI,1WEJ,0,42
861,vs 1,4.290610302588908,0.9861,1FBI,1WEJ,0,42
862,vs 1,4.082082209673199,0.9887,1NSN,2YPV,0,42
863,vs 1,4.082082209673199,0.9887,1NSN,2YPV,0,42
864,vs 1,3.3908447909261037,0.9749,1H0D,3RAJ,0,42
865,vs 1,3.3908447909261037,0.9749,1H0D,3RAJ,0,42
866,vs 1,3.3908447909261037,0.9753,3RAJ,1H0D,0,42
867,vs 1,3.3908447909261037,0.9753,3RAJ,1H0D,0,42
868,vs 1,3.4495256105612944,0.9788,3RAJ,1NSN,0,42
869,vs 1,3.4495256105612944,0.9788,3RAJ,1NSN,0,42
870,vs 1,4.682928960997365,0.9924,1OB1,1FBI,0,42
871,vs 1,4.682928960997365,0.9924,1OB1,1FBI,0,42
872,vs 1,3.5284657038892817,0.9779,1H0D,5E94,0,42
873,vs 1,3.5284657038892817,0.9779,1H0D,5E94,0,42
874,vs 1,3.5552421108358034,0.971,1ADQ,1WEJ,0,42
875,vs 1,3.5552421108358034,0.971,1ADQ,1WEJ,0,42
876,vs 1,3.4780048290456835,0.9514,2YPV,1H0D,0,42
877,vs 1,3.4780048290456835,0.9514,2YPV,1H0D,0,42
878,vs 1,4.1307472460760915,0.9752,1WEJ,5E94,0,42
879,vs 1,4.1307472460760915,0.9752,1WEJ,5E94,0,42
880,vs 1,4.872897715003348,0.9928,1FBI,1NSN,0,42
881,vs 1,4.872897715003348,0.9928,1FBI,1NSN,0,42
882,vs 1,5.067362240009063,0.9939,3VRL,1FBI,0,42
883,vs 1,5.067362240009063,0.9939,3VRL,1FBI,0,42
884,vs 1,3.6887863071613625,0.9913,1NSN,3VRL,0,42
885,vs 1,3.6887863071613625,0.9913,1NSN,3VRL,0,42
886,vs 1,2.9727133334434632,0.9527,1WEJ,3RAJ,0,42
887,vs 1,2.9727133334434632,0.9527,1WEJ,3RAJ,0,42
888,vs 1,3.911317919215552,0.993,1FBI,1H0D,0,42
889,vs 1,3.911317919215552,0.993,1FBI,1H0D,0,42
890,vs 1,4.082082209673199,0.9861,2YPV,1NSN,0,42
891,vs 1,4.082082209673199,0.9861,2YPV,1NSN,0,42
892,vs 1,3.4572557128455608,0.9755,1NSN,1ADQ,0,42
893,vs 1,3.4572557128455608,0.9755,1NSN,1ADQ,0,42
894,vs 1,3.9402196925086876,0.975,1NSN,1OB1,0,42
895,vs 1,3.9402196925086876,0.975,1NSN,1OB1,0,42
896,vs 1,2.0537190999870125,0.9472,1ADQ,3RAJ,0,42
897,vs 1,2.0537190999870125,0.9472,1ADQ,3RAJ,0,42
898,vs 1,4.273464393552524,0.9862,1H0D,1WEJ,0,42
899,vs 1,4.273464393552524,0.9862,1H0D,1WEJ,0,42
900,vs 1,3.155704478320734,0.9682,1ADQ,5E94,0,42
901,vs 1,3.155704478320734,0.9682,1ADQ,5E94,0,42
902,vs 1,4.415536873614149,0.9873,5E94,1FBI,0,42
903,vs 1,4.415536873614149,0.9873,5E94,1FBI,0,42
904,vs 1,3.4768791526825122,0.9639,1FBI,3RAJ,0,42
905,vs 1,3.4768791526825122,0.9639,1FBI,3RAJ,0,42
906,vs 1,4.277304287873081,0.9905,3VRL,1OB1,0,42
907,vs 1,4.277304287873081,0.9905,3VRL,1OB1,0,42
908,vs 1,4.273464393552524,0.9863,1WEJ,1H0D,0,42
909,vs 1,4.273464393552524,0.9863,1WEJ,1H0D,0,42
910,vs 1,2.982723138946873,0.9844,2YPV,5E94,0,42
911,vs 1,2.982723138946873,0.9844,2YPV,5E94,0,42
912,vs 1,4.05306891486875,0.9869,1WEJ,1NSN,0,42
913,vs 1,4.05306891486875,0.9869,1WEJ,1NSN,0,42
914,vs 1,4.415536873614149,0.9879,1FBI,5E94,0,42
915,vs 1,4.415536873614149,0.9879,1FBI,5E94,0,42
916,vs 1,4.93882808409679,0.9829,5E94,3VRL,0,42
917,vs 1,4.93882808409679,0.9829,5E94,3VRL,0,42
918,vs 1,3.20997792112678,0.9774,1OB1,1ADQ,0,42
919,vs 1,3.20997792112678,0.9774,1OB1,1ADQ,0,42
920,vs 1,3.285021692699048,0.9699,2YPV,3RAJ,0,42
921,vs 1,3.285021692699048,0.9699,2YPV,3RAJ,0,42
922,vs 1,2.896740479087033,0.9469,3RAJ,5E94,0,42
923,vs 1,2.896740479087033,0.9469,3RAJ,5E94,0,42
924,vs 1,3.8742631270266794,0.9807,1H0D,1NSN,0,42
925,vs 1,3.8742631270266794,0.9807,1H0D,1NSN,0,42
926,vs 1,4.124484187496733,0.9694,3VRL,1ADQ,0,42
927,vs 1,4.124484187496733,0.9694,3VRL,1ADQ,0,42
928,vs 1,2.982723138946873,0.9833,5E94,2YPV,0,42
929,vs 1,2.982723138946873,0.9833,5E94,2YPV,0,42
930,vs 1,4.723714491842572,0.9935,1H0D,1OB1,0,2
931,vs 1,4.723714491842572,0.9922,1OB1,1H0D,0,2
932,vs 1,3.031323120206494,0.9715,1ADQ,2YPV,0,2
933,vs 1,4.05071306949087,0.9891,1NSN,1WEJ,0,2
934,vs 1,3.4641857006305976,0.9756,3RAJ,1FBI,0,2
935,vs 1,3.5548020130801645,0.9704,1WEJ,1ADQ,0,2
936,vs 1,3.9673216856855262,0.9715,1OB1,1NSN,0,2
937,vs 1,4.19407119885395,0.9724,1ADQ,3VRL,0,2
938,vs 1,3.1696205659399284,0.9722,1H0D,1ADQ,0,2
939,vs 1,3.714023256710407,0.9934,3VRL,1NSN,0,2
940,vs 1,4.492929384573919,0.9909,3VRL,1H0D,0,2
941,vs 1,4.0789216229622465,0.9845,2YPV,1FBI,0,2
942,vs 1,3.542212516350671,0.9728,1WEJ,1OB1,0,2
943,vs 1,3.872195514313351,0.9824,1ADQ,1FBI,0,2
944,vs 1,3.542212516350671,0.9781,1OB1,1WEJ,0,2
945,vs 1,5.029294032629759,0.9942,1FBI,3VRL,0,2
946,vs 1,3.8375164733113087,0.9831,1NSN,1H0D,0,2
947,vs 1,2.8952456922498055,0.945,5E94,3RAJ,0,2
948,vs 1,3.265379026830897,0.9698,3RAJ,2YPV,0,2
949,vs 1,4.678382457002124,0.99,2YPV,3VRL,0,2
950,vs 1,4.0789216229622465,0.9871,1FBI,2YPV,0,2
951,vs 1,3.725658542860269,0.9723,3RAJ,3VRL,0,2
952,vs 1,3.4441424802839733,0.9843,3VRL,1WEJ,0,2
953,vs 1,4.703549691659451,0.9905,1FBI,1OB1,0,2
954,vs 1,3.725658542860269,0.9697,3VRL,3RAJ,0,2
955,vs 1,4.2924149395849005,0.9855,1WEJ,1FBI,0,2
956,vs 1,2.1379149666153903,0.9527,3RAJ,1ADQ,0,2
957,vs 1,4.314602697483243,0.9875,2YPV,1OB1,0,2
958,vs 1,4.923571029966118,0.9809,3VRL,5E94,0,2
959,vs 1,3.872195514313351,0.9751,1FBI,1ADQ,0,2
960,vs 1,4.088115847505481,0.9693,5E94,1WEJ,0,2
961,vs 1,3.4324803782167104,0.9744,1OB1,5E94,0,2
962,vs 1,3.893589625056819,0.9916,1H0D,1FBI,0,2
963,vs 1,2.63875647976808,0.968,3RAJ,1OB1,0,2
964,vs 1,3.031323120206494,0.971,2YPV,1ADQ,0,2
965,vs 1,2.63875647976808,0.974,1OB1,3RAJ,0,2
966,vs 1,4.492929384573919,0.9914,1H0D,3VRL,0,2
967,vs 1,3.9921155477864523,0.9855,1WEJ,2YPV,0,2
968,vs 1,3.45536791171857,0.9836,1NSN,3RAJ,0,2
969,vs 1,3.4855057041293893,0.9778,5E94,1H0D,0,2
970,vs 1,3.443106952191727,0.9576,1H0D,2YPV,0,2
971,vs 1,3.2395663738200984,0.9779,1ADQ,1OB1,0,2
972,vs 1,3.4441424802839733,0.9855,1WEJ,3VRL,0,2
973,vs 1,4.072485545580378,0.9855,5E94,1NSN,0,2
974,vs 1,4.072485545580378,0.9852,1NSN,5E94,0,2
975,vs 1,3.4708771220946364,0.9798,1ADQ,1NSN,0,2
976,vs 1,4.855208711445713,0.9928,1NSN,1FBI,0,2
977,vs 1,2.881851897905185,0.9519,3RAJ,1WEJ,0,2
978,vs 1,3.4324803782167104,0.9698,5E94,1OB1,0,2
979,vs 1,3.1696205659399284,0.9702,1ADQ,1H0D,0,2
980,vs 1,4.314602697483243,0.9872,1OB1,2YPV,0,2
981,vs 1,3.9921155477864523,0.9866,2YPV,1WEJ,0,2
982,vs 1,4.678382457002124,0.9916,3VRL,2YPV,0,2
983,vs 1,3.0969093444907307,0.9686,5E94,1ADQ,0,2
984,vs 1,4.286646698441292,0.9872,1OB1,3VRL,0,2
985,vs 1,4.2924149395849005,0.9847,1FBI,1WEJ,0,2
986,vs 1,4.0672352971453085,0.9877,1NSN,2YPV,0,2
987,vs 1,3.3971800674133994,0.975,1H0D,3RAJ,0,2
988,vs 1,3.3971800674133994,0.9713,3RAJ,1H0D,0,2
989,vs 1,3.45536791171857,0.9771,3RAJ,1NSN,0,2
990,vs 1,4.703549691659451,0.9916,1OB1,1FBI,0,2
991,vs 1,3.4855057041293893,0.9794,1H0D,5E94,0,2
992,vs 1,3.5548020130801645,0.9722,1ADQ,1WEJ,0,2
993,vs 1,3.443106952191727,0.9469,2YPV,1H0D,0,2
994,vs 1,4.088115847505481,0.9729,1WEJ,5E94,0,2
995,vs 1,4.855208711445713,0.9946,1FBI,1NSN,0,2
996,vs 1,5.029294032629759,0.9948,3VRL,1FBI,0,2
997,vs 1,3.714023256710407,0.9935,1NSN,3VRL,0,2
998,vs 1,2.881851897905185,0.947,1WEJ,3RAJ,0,2
999,vs 1,3.893589625056819,0.995,1FBI,1H0D,0,2
1000,vs 1,4.0672352971453085,0.9854,2YPV,1NSN,0,2
1001,vs 1,3.4708771220946364,0.98,1NSN,1ADQ,0,2
1002,vs 1,3.9673216856855262,0.9729,1NSN,1OB1,0,2
1003,vs 1,2.1379149666153903,0.9498,1ADQ,3RAJ,0,2
1004,vs 1,4.207994355888723,0.9877,1H0D,1WEJ,0,2
1005,vs 1,3.0969093444907307,0.9686,1ADQ,5E94,0,2
1006,vs 1,4.383606317399143,0.9874,5E94,1FBI,0,2
1007,vs 1,3.4641857006305976,0.9666,1FBI,3RAJ,0,2
1008,vs 1,4.286646698441292,0.988,3VRL,1OB1,0,2
1009,vs 1,4.207994355888723,0.987,1WEJ,1H0D,0,2
1010,vs 1,2.950142900789004,0.9828,2YPV,5E94,0,2
1011,vs 1,4.05071306949087,0.9878,1WEJ,1NSN,0,2
1012,vs 1,4.383606317399143,0.9868,1FBI,5E94,0,2
1013,vs 1,4.923571029966118,0.98,5E94,3VRL,0,2
1014,vs 1,3.2395663738200984,0.9755,1OB1,1ADQ,0,2
1015,vs 1,3.265379026830897,0.9673,2YPV,3RAJ,0,2
1016,vs 1,2.8952456922498055,0.9448,3RAJ,5E94,0,2
1017,vs 1,3.8375164733113087,0.9846,1H0D,1NSN,0,2
1018,vs 1,4.19407119885395,0.9726,3VRL,1ADQ,0,2
1019,vs 1,2.950142900789004,0.9851,5E94,2YPV,0,2
1020,vs 1,4.762146355940756,0.9937,1H0D,1OB1,0,0
1021,vs 1,4.762146355940756,0.9936,1OB1,1H0D,0,0
1022,vs 1,3.0307015250030336,0.971,1ADQ,2YPV,0,0
1023,vs 1,4.0693492237190325,0.9907,1NSN,1WEJ,0,0
1024,vs 1,3.3891262603838155,0.9702,3RAJ,1FBI,0,0
1025,vs 1,3.605360550632726,0.9703,1WEJ,1ADQ,0,0
1026,vs 1,3.898927906133597,0.9724,1OB1,1NSN,0,0
1027,vs 1,4.253790188066004,0.9747,1ADQ,3VRL,0,0
1028,vs 1,3.2266232653067846,0.9755,1H0D,1ADQ,0,0
1029,vs 1,3.712329891311433,0.9924,3VRL,1NSN,0,0
1030,vs 1,4.553224946916745,0.9922,3VRL,1H0D,0,0
1031,vs 1,4.009597513414619,0.9847,2YPV,1FBI,0,0
1032,vs 1,3.576660031137415,0.9785,1WEJ,1OB1,0,0
1033,vs 1,3.8593601957573846,0.9809,1ADQ,1FBI,0,0
1034,vs 1,3.576660031137415,0.9806,1OB1,1WEJ,0,0
1035,vs 1,5.060735412958599,0.995,1FBI,3VRL,0,0
1036,vs 1,3.8024257772044496,0.9843,1NSN,1H0D,0,0
1037,vs 1,2.9722176537997096,0.9462,5E94,3RAJ,0,0
1038,vs 1,3.279272150781638,0.9712,3RAJ,2YPV,0,0
1039,vs 1,4.628366420304226,0.9903,2YPV,3VRL,0,0
1040,vs 1,4.009597513414619,0.9873,1FBI,2YPV,0,0
1041,vs 1,3.8208180152776166,0.9721,3RAJ,3VRL,0,0
1042,vs 1,3.4740146189875056,0.9834,3VRL,1WEJ,0,0
1043,vs 1,4.677549363198992,0.9915,1FBI,1OB1,0,0
1044,vs 1,3.8208180152776166,0.9727,3VRL,3RAJ,0,0
1045,vs 1,4.278432718100835,0.9882,1WEJ,1FBI,0,0
1046,vs 1,2.1322873271575817,0.9532,3RAJ,1ADQ,0,0
1047,vs 1,4.3537954462575845,0.9878,2YPV,1OB1,0,0
1048,vs 1,4.966165339115657,0.9819,3VRL,5E94,0,0
1049,vs 1,3.8593601957573846,0.9764,1FBI,1ADQ,0,0
1050,vs 1,4.117235461861739,0.9719,5E94,1WEJ,0,0
1051,vs 1,3.4282548005279465,0.9749,1OB1,5E94,0,0
1052,vs 1,3.8952540078079703,0.9914,1H0D,1FBI,0,0
1053,vs 1,2.6620129651213533,0.9667,3RAJ,1OB1,0,0
1054,vs 1,3.0307015250030336,0.9723,2YPV,1ADQ,0,0
1055,vs 1,2.6620129651213533,0.9766,1OB1,3RAJ,0,0
1056,vs 1,4.553224946916745,0.9928,1H0D,3VRL,0,0
1057,vs 1,3.9771007469293203,0.9868,1WEJ,2YPV,0,0
1058,vs 1,3.4649213322308525,0.9808,1NSN,3RAJ,0,0
1059,vs 1,3.534781621197819,0.9783,5E94,1H0D,0,0
1060,vs 1,3.3821889079464715,0.9591,1H0D,2YPV,0,0
1061,vs 1,3.2716664299156863,0.9772,1ADQ,1OB1,0,0
1062,vs 1,3.4740146189875056,0.9835,1WEJ,3VRL,0,0
1063,vs 1,4.069024265022591,0.9877,5E94,1NSN,0,0
1064,vs 1,4.069024265022591,0.9847,1NSN,5E94,0,0
1065,vs 1,3.4780776242680105,0.9785,1ADQ,1NSN,0,0
1066,vs 1,4.807501375472864,0.994,1NSN,1FBI,0,0
1067,vs 1,2.943815583223151,0.9481,3RAJ,1WEJ,0,0
1068,vs 1,3.4282548005279465,0.9719,5E94,1OB1,0,0
1069,vs 1,3.2266232653067846,0.9788,1ADQ,1H0D,0,0
1070,vs 1,4.3537954462575845,0.9898,1OB1,2YPV,0,0
1071,vs 1,3.9771007469293203,0.9868,2YPV,1WEJ,0,0
1072,vs 1,4.628366420304226,0.9932,3VRL,2YPV,0,0
1073,vs 1,3.173912943195343,0.9683,5E94,1ADQ,0,0
1074,vs 1,4.292560338766947,0.9885,1OB1,3VRL,0,0
1075,vs 1,4.278432718100835,0.9858,1FBI,1WEJ,0,0
1076,vs 1,4.031471706311622,0.9865,1NSN,2YPV,0,0
1077,vs 1,3.4439831638458944,0.9769,1H0D,3RAJ,0,0
1078,vs 1,3.4439831638458944,0.9781,3RAJ,1H0D,0,0
1079,vs 1,3.4649213322308525,0.9796,3RAJ,1NSN,0,0
1080,vs 1,4.677549363198992,0.9919,1OB1,1FBI,0,0
1081,vs 1,3.534781621197819,0.9813,1H0D,5E94,0,0
1082,vs 1,3.605360550632726,0.9744,1ADQ,1WEJ,0,0
1083,vs 1,3.3821889079464715,0.9453,2YPV,1H0D,0,0
1084,vs 1,4.117235461861739,0.975,1WEJ,5E94,0,0
1085,vs 1,4.807501375472864,0.9945,1FBI,1NSN,0,0
1086,vs 1,5.060735412958599,0.9927,3VRL,1FBI,0,0
1087,vs 1,3.712329891311433,0.992,1NSN,3VRL,0,0
1088,vs 1,2.943815583223151,0.9514,1WEJ,3RAJ,0,0
1089,vs 1,3.8952540078079703,0.9937,1FBI,1H0D,0,0
1090,vs 1,4.031471706311622,0.9855,2YPV,1NSN,0,0
1091,vs 1,3.4780776242680105,0.9774,1NSN,1ADQ,0,0
1092,vs 1,3.898927906133597,0.9738,1NSN,1OB1,0,0
1093,vs 1,2.1322873271575817,0.9487,1ADQ,3RAJ,0,0
1094,vs 1,4.249269265717854,0.9856,1H0D,1WEJ,0,0
1095,vs 1,3.173912943195343,0.9701,1ADQ,5E94,0,0
1096,vs 1,4.394712509289978,0.9874,5E94,1FBI,0,0
1097,vs 1,3.3891262603838155,0.9633,1FBI,3RAJ,0,0
1098,vs 1,4.292560338766947,0.9897,3VRL,1OB1,0,0
1099,vs 1,4.249269265717854,0.9857,1WEJ,1H0D,0,0
1100,vs 1,3.002126589903571,0.9831,2YPV,5E94,0,0
1101,vs 1,4.0693492237190325,0.989,1WEJ,1NSN,0,0
1102,vs 1,4.394712509289978,0.9885,1FBI,5E94,0,0
1103,vs 1,4.966165339115657,0.9819,5E94,3VRL,0,0
1104,vs 1,3.2716664299156863,0.9783,1OB1,1ADQ,0,0
1105,vs 1,3.279272150781638,0.9696,2YPV,3RAJ,0,0
1106,vs 1,2.9722176537997096,0.9457,3RAJ,5E94,0,0
1107,vs 1,3.8024257772044496,0.9858,1H0D,1NSN,0,0
1108,vs 1,4.253790188066004,0.9741,3VRL,1ADQ,0,0
1109,vs 1,3.002126589903571,0.9827,5E94,2YPV,0,0
1110,vs 1,4.790255148862974,0.9927,1H0D,1OB1,0,1
1111,vs 1,4.790255148862974,0.9924,1OB1,1H0D,0,1
1112,vs 1,2.9937209760357923,0.9727,1ADQ,2YPV,0,1
1113,vs 1,4.082116657209153,0.9892,1NSN,1WEJ,0,1
1114,vs 1,3.455518069906712,0.9722,3RAJ,1FBI,0,1
1115,vs 1,3.6362064661284608,0.9718,1WEJ,1ADQ,0,1
1116,vs 1,3.963194252549279,0.9745,1OB1,1NSN,0,1
1117,vs 1,4.200918627080311,0.976,1ADQ,3VRL,0,1
1118,vs 1,3.2093750351499484,0.9759,1H0D,1ADQ,0,1
1119,vs 1,3.659191941060856,0.9919,3VRL,1NSN,0,1
1120,vs 1,4.495719979826668,0.9922,3VRL,1H0D,0,1
1121,vs 1,4.093714945504927,0.9826,2YPV,1FBI,0,1
1122,vs 1,3.6191099734304877,0.9768,1WEJ,1OB1,0,1
1123,vs 1,3.885106616802847,0.982,1ADQ,1FBI,0,1
1124,vs 1,3.6191099734304877,0.9803,1OB1,1WEJ,0,1
1125,vs 1,5.038929993387402,0.995,1FBI,3VRL,0,1
1126,vs 1,3.8020601363508266,0.9819,1NSN,1H0D,0,1
1127,vs 1,2.936188447796935,0.9471,5E94,3RAJ,0,1
1128,vs 1,3.2413611810014653,0.9719,3RAJ,2YPV,0,1
1129,vs 1,4.5971717057328165,0.991,2YPV,3VRL,0,1
1130,vs 1,4.093714945504927,0.9887,1FBI,2YPV,0,1
1131,vs 1,3.7204549450390534,0.9708,3RAJ,3VRL,0,1
1132,vs 1,3.417631066858217,0.9829,3VRL,1WEJ,0,1
1133,vs 1,4.764659043123078,0.9928,1FBI,1OB1,0,1
1134,vs 1,3.7204549450390534,0.974,3VRL,3RAJ,0,1
1135,vs 1,4.362552329461452,0.9882,1WEJ,1FBI,0,1
1136,vs 1,2.177877616875934,0.9551,3RAJ,1ADQ,0,1
1137,vs 1,4.3531343078674345,0.9886,2YPV,1OB1,0,1
1138,vs 1,4.8918961471040525,0.9824,3VRL,5E94,0,1
1139,vs 1,3.885106616802847,0.9771,1FBI,1ADQ,0,1
1140,vs 1,4.119339452205352,0.971,5E94,1WEJ,0,1
1141,vs 1,3.4401018236262764,0.974,1OB1,5E94,0,1
1142,vs 1,3.894417041371291,0.9895,1H0D,1FBI,0,1
1143,vs 1,2.661460916751882,0.9673,3RAJ,1OB1,0,1
1144,vs 1,2.9937209760357923,0.9721,2YPV,1ADQ,0,1
1145,vs 1,2.661460916751882,0.9756,1OB1,3RAJ,0,1
1146,vs 1,4.495719979826668,0.9913,1H0D,3VRL,0,1
1147,vs 1,3.9779730782211833,0.9875,1WEJ,2YPV,0,1
1148,vs 1,3.4204706509701723,0.9785,1NSN,3RAJ,0,1
1149,vs 1,3.54414044703267,0.974,5E94,1H0D,0,1
1150,vs 1,3.3996759007024657,0.9532,1H0D,2YPV,0,1
1151,vs 1,3.314098359212848,0.9784,1ADQ,1OB1,0,1
1152,vs 1,3.417631066858217,0.9812,1WEJ,3VRL,0,1
1153,vs 1,4.086521517195135,0.9863,5E94,1NSN,0,1
1154,vs 1,4.086521517195135,0.985,1NSN,5E94,0,1
1155,vs 1,3.5240247114859096,0.9763,1ADQ,1NSN,0,1
1156,vs 1,4.818551553388308,0.9898,1NSN,1FBI,0,1
1157,vs 1,2.9872442061970226,0.954,3RAJ,1WEJ,0,1
1158,vs 1,3.4401018236262764,0.973,5E94,1OB1,0,1
1159,vs 1,3.2093750351499484,0.9752,1ADQ,1H0D,0,1
1160,vs 1,4.3531343078674345,0.9894,1OB1,2YPV,0,1
1161,vs 1,3.9779730782211833,0.9863,2YPV,1WEJ,0,1
1162,vs 1,4.5971717057328165,0.9926,3VRL,2YPV,0,1
1163,vs 1,3.1828899278508453,0.9669,5E94,1ADQ,0,1
1164,vs 1,4.278154280454515,0.988,1OB1,3VRL,0,1
1165,vs 1,4.362552329461452,0.9876,1FBI,1WEJ,0,1
1166,vs 1,4.04521813183053,0.9881,1NSN,2YPV,0,1
1167,vs 1,3.433003138276103,0.9712,1H0D,3RAJ,0,1
1168,vs 1,3.433003138276103,0.9728,3RAJ,1H0D,0,1
1169,vs 1,3.4204706509701723,0.9788,3RAJ,1NSN,0,1
1170,vs 1,4.764659043123078,0.9908,1OB1,1FBI,0,1
1171,vs 1,3.54414044703267,0.9778,1H0D,5E94,0,1
1172,vs 1,3.6362064661284608,0.9722,1ADQ,1WEJ,0,1
1173,vs 1,3.3996759007024657,0.9435,2YPV,1H0D,0,1
1174,vs 1,4.119339452205352,0.9718,1WEJ,5E94,0,1
1175,vs 1,4.818551553388308,0.9931,1FBI,1NSN,0,1
1176,vs 1,5.038929993387402,0.9948,3VRL,1FBI,0,1
1177,vs 1,3.659191941060856,0.9912,1NSN,3VRL,0,1
1178,vs 1,2.9872442061970226,0.9463,1WEJ,3RAJ,0,1
1179,vs 1,3.894417041371291,0.9926,1FBI,1H0D,0,1
1180,vs 1,4.04521813183053,0.9866,2YPV,1NSN,0,1
1181,vs 1,3.5240247114859096,0.9751,1NSN,1ADQ,0,1
1182,vs 1,3.963194252549279,0.9727,1NSN,1OB1,0,1
1183,vs 1,2.177877616875934,0.9507,1ADQ,3RAJ,0,1
1184,vs 1,4.26660777680122,0.9863,1H0D,1WEJ,0,1
1185,vs 1,3.1828899278508453,0.9705,1ADQ,5E94,0,1
1186,vs 1,4.43400982352325,0.9883,5E94,1FBI,0,1
1187,vs 1,3.455518069906712,0.9675,1FBI,3RAJ,0,1
1188,vs 1,4.278154280454515,0.9886,3VRL,1OB1,0,1
1189,vs 1,4.26660777680122,0.9855,1WEJ,1H0D,0,1
1190,vs 1,2.9586266819257343,0.982,2YPV,5E94,0,1
1191,vs 1,4.082116657209153,0.9875,1WEJ,1NSN,0,1
1192,vs 1,4.43400982352325,0.9875,1FBI,5E94,0,1
1193,vs 1,4.8918961471040525,0.9797,5E94,3VRL,0,1
